Season,Episode,Speaker,Line
4,6,walter,good morning
4,6,walter,uh do you speak english
4,6,walter,okay uh i i uh help help uh ayon ayonda help
4,6,walter,help help
4,6,walter,thank you thank you
4,6,walter,uh i need i need help to clean
4,6,jesse,yes
4,6,jesse,yes
4,6,walter,what
4,6,walter,i need help to clean
4,6,walter,yes yes do you understand yes
4,6,walter,what
4,6,walter,no no no
4,6,jesse,its good
4,6,walter,uh uh please please
4,6,jesse,back back yes
4,6,jesse,very good very good
4,6,jesse,yes very good
4,6,walter,its just this  no
4,6,walter,no no no no
4,6,walter,we cant
4,6,walter,we cant
4,6,walter,im sorry
4,6,walter,no no no no
4,6,walter,wait a minute wait a minute wait a minute
4,6,walter,no no ladies
4,6,walter,wait a minute wait a minute
4,6,walter,wait a minute wait a minute
4,6,walter,i need help uh i clean for two hours maximum
4,6,walter,no we cant
4,6,walter,very easy
4,6,jesse,let me see
4,6,jesse,let me see
4,6,skyler,one moment
4,6,walter,ill tell you what
4,6,walter,ill tell you what
4,6,jesse,look look look
4,6,walter,universal language
4,6,jesse,money
4,6,jesse,money
4,6,walter,for you
4,6,jesse,yes yes yes
4,6,walter,for you yes
4,6,walter,for you
4,6,walter,theres one for you
4,6,jesse,yes yes
4,6,jesse,president grant
4,6,jesse,very important man
4,6,jesse,yes
4,6,walter,for you yes yes
4,6,jesse,and more money more money after are we good
4,6,walter,i think were good
4,6,jesse,i think we listened to you
4,6,walter,please
4,6,walter,please
4,6,walter,please
4,6,walter,come on
4,6,walter,two hours maximum okay
4,6,walter,please
4,6,walter,please
4,6,walter,please
4,6,walter,forks
4,6,walter,same
4,6,walter,whats the deal
4,6,walter,a couple down on the left with the tree in the front
4,6,walter,yeah
4,6,walter,what for
4,6,jesse,a little birdie told me theres some guys in there that have 3 pounds of our product which theyre selling and which they sure as hell didnt get from us
4,6,walter,so whats the plan
4,6,walter,i just told you
4,6,walter,we sit here and watch that house until one of our entrepreneurs pops his head out
4,6,walter,then we ask a few questions and get our property back
4,6,walter,why dont you just go break the door down and pstol whip those btches and show them whos boss
4,6,walter,because a little birdie also told me these guys are heavily into the product and most likely armed
4,6,walter,now what you may not know about meth heads maybe you do theyre kind of unpredictable
4,6,walter,i dont care for unpredictable so we wait
4,6,walter,dont worry
4,6,jesse,yes sir
4,6,walter,uh pimiento cheese
4,6,walter,whoa whoa whoa whoa
4,6,walter,where are you going
4,6,jesse,so theyre selling right
4,6,walter,maybe im looking to buy
4,6,walter,who the hell are you
4,6,walter,im uh here to buy
4,6,walter,will you shut the damn door
4,6,walter, not my question
4,6,walter,uh my names diesel
4,6,walter,shut the door tucker
4,6,walter, im just uh  tucker
4,6,walter,just looking for a teenth
4,6,walter, yo
4,6,walter,come on
4,6,walter, help a brother out
4,6,walter,tucker will you shut the damn door
4,6,walter,we dont sell to strangers
4,6,walter,get off the porch asshle
4,6,walter,tucker will you shut the door
4,6,jesse,all right already
4,6,walter,jesus
4,6,walter,guess well go with plan a then
4,6,walter,flip the trunk will you
4,6,walter,why
4,6,walter,theres something in there i need
4,6,walter,oh your first attempt being such a wild success
4,6,walter,you may know this whole p
4,6,walter,sitinthecar business but i know meth heads
4,6,walter,what are you doing
4,6,walter,digging
4,6,walter,why
4,6,walter,uh you know why
4,6,walter,how deep are you going
4,6,walter,i dont know
4,6,walter,how deep do you think it is
4,6,walter,pretty deep
4,6,walter,hey uh you mind taking over for a minute
4,6,walter,yeah
4,6,walter,sure
4,6,walter,hey uh mind if i use your john
4,6,walter,yeah
4,6,walter,who the hell are you
4,6,jesse,i hey
4,6,walter,who the hell are you
4,6,walter,hey im uh im a friend of tuckers
4,6,walter,what do you want
4,6,jesse,i just uh just want to just want to buy some of the blue
4,6,walter,its not for sale
4,6,walter,well i know you were selling it earlier so yeah
4,6,walter,how do you know that
4,6,walter,uh tucker told me
4,6,walter,yeah well tucker needs to learn to keep his damn mouth shut
4,6,walter,so uh you going to help me out
4,6,walter,dont have enough for all of tuckers asshle friends
4,6,walter,yo i i think hes outside
4,6,walter,why dont you just why dont you go outside tucker
4,6,jesse,hey hey
4,6,jesse,lets go lets go find tucker
4,6,walter,lets go outside and i dont have enough for you all right
4,6,walter,yeah
4,6,walter,yeah
4,6,walter,yeah
4,6,walter,forget it
4,6,jesse,i dont want to i dont want to start any trouble
4,6,walter,what does that mean trouble
4,6,walter,no no
4,6,walter,im just saying were cool okay
4,6,walter,were were were good
4,6,walter,what
4,6,walter,you cant know that
4,6,walter,what does that mean
4,6,walter,absolutely
4,6,walter,youre right
4,6,walter,youre right
4,6,walter,you uh muchas muchas gracias amigas
4,6,jesse,muchas gracias
4,6,walter,here you go
4,6,jesse,maría vernita lucía gracias
4,6,jesse,muchas gracias
4,6,jesse,muchas gracias
4,6,walter,ustedes uh residar cerca aquí
4,6,walter,i missed that one
4,6,jesse,im sure it was good
4,6,walter,damas
4,6,walter,vengan conmigo
4,6,walter,uh what wait a minute
4,6,walter,where are you taking them
4,6,walter,come on tyrus what are you doing
4,6,walter,im putting them on a bus
4,6,walter,why
4,6,walter,what bus
4,6,jesse,hey wait a second
4,6,walter,wait a minute
4,6,walter,thththis was my idea
4,6,walter,dont punish them
4,6,walter,you tell gus to blame me not them
4,6,walter,he does
4,6,walter,give us a minute will you
4,6,walter,the crew that hit our truck gave away the cargo to a couple of local nobodies
4,6,walter,very disciplined though not keeping anything for themselves
4,6,walter,it was all about sending a message which they did literally
4,6,walter,it was written on the bucket lid
4,6,walter,ready to talk
4,6,walter, that i believe is the english translation
4,6,jesse,i know youre not really asking for advice but let me hire 10 and we hit them back hit them hard hit them where they live
4,6,walter,this wr stays cold for now
4,6,walter,what about their message
4,6,walter,whats the answer
4,6,walter,set up a meeting
4,6,walter,how did he do today
4,6,walter,i hear you can handle yourself
4,6,jesse,i guess
4,6,jesse,good night
4,6,walter,uh excuse me
4,6,jesse,why me
4,6,jesse,i like to think i see things in people
4,6,walter,slow down
4,6,walter,the car is not going anywhere
4,6,jesse,hey sweetheart
4,6,jesse,hey
4,6,walter,whoo
4,6,walter,there you go
4,6,walter,did you see whats in the driveway
4,6,walter,uh yeah i saw
4,6,jesse,hey
4,6,walter,so thats yours huh
4,6,walter,yeah
4,6,walter,dad got it for me
4,6,walter,that was very nice of him
4,6,walter,yeah
4,6,jesse,i i know it looks like well awesome but its super safe
4,6,jesse,dad dad made sure
4,6,walter,and i promise to always go the speed limit or below way below
4,6,walter,and it gets great gas mileage
4,6,jesse,so dad said i can take it around the block a few times
4,6,walter,that okay
4,6,walter,just around the block
4,6,walter,yeah
4,6,walter,just around the block
4,6,walter,and be careful okay
4,6,walter,i will
4,6,walter,iit its really its really great to have you home mom
4,6,walter,hey seriously be careful okay
4,6,walter,i will
4,6,walter,i guess we should talk
4,6,walter,oh i think you said plenty the other day
4,6,walter,um yes yes
4,6,walter,skyler i may have overstated things earlier and im sorry to be so forward
4,6,walter,but i i just i want you to know something
4,6,walter,i want you to i need you to understand that you are safe
4,6,walter,you junior holly you are completely safe
4,6,skyler,everything that i do everything i do it to protect this family
4,6,skyler,so buying that car that was protecting your family
4,6,walter,i uh all right maybe its a little flashy but he needed a car and and im his father and i should be able to get what he wants
4,6,walter,it goes back tomorrow
4,6,walter,skyler it will crush him
4,6,walter,that car directly contradicts our story
4,6,skyler,and if youre so invested in protecting this family it means protecting the story
4,6,walter,what do you think the neighbors are going to say walt
4,6,walter,what about hank and marie
4,6,walter,how about the irs
4,6,walter,what were you thinking walt
4,6,walter,i was thinking that i wanted to do something nice for my son
4,6,walter,i just worry that hell blame you for this
4,6,walter,oh he will
4,6,walter,once again hell blame his btch mother for taking away what his loving father has given him so thanks for that
4,6,jesse,but you know what walt
4,6,skyler,someone has to protect this family from the man who protects this family
4,7,walter,which they did
4,7,hank,ready to talk
4,7,walter,what about you
4,7,jesse,no judgments
4,7,jesse,tim stopped by
4,7,walter,he brought over some file boxes on that case
4,7,walter,since when the vegans eat fried chicken
4,7,jesse,hey excuse me
4,7,jesse,why me
4,7,hank,i like to think i see things in people
4,7,walter,that car contradicts our story
4,7,walter,it goes back tomorrow
4,7,walter,came out of nowhere
4,7,walter,you gotta help us
4,7,walter,look at all this damn water
4,7,walter,dont drink that
4,7,hank,aint no telling whats gonna be poison
4,7,jesse,hows junior
4,7,walter,oh exactly what i expected
4,7,hank,he hasnt said a word to me since we told him it was going back
4,7,hank,i spoke to the dealership
4,7,hank,they didnt want to take it
4,7,walter,what
4,7,hank,its in perfect condition
4,7,hank,its got 17 miles on the odometer
4,7,mike,800 for two days
4,7,walter,well the law says they dont have to take it back at all
4,7,walter,all right heres the registration and the window sticker the receipt
4,7,walter,oh and make sure you talk to the general manager
4,7,walter,his name is glen
4,7,walter,call me if theres a problem
4,7,jesse,and please just dont dont tangle with anyone
4,7,hank,fine
4,7,jesse,bueno martine
4,7,walter,muy bueno
4,7,mike,walt
4,7,jesse,whoohoohoohoo
4,7,jesse,hoo
4,7,jesse,whoo
4,7,walter,shit
4,7,walter,yes
4,7,walter,hello
4,7,walter,i need a cab
4,7,walter,yes thank you
4,7,walter,the name is white
4,7,walter,uh im at the pavilion parking lot on university
4,7,walter,oh yes thats right
4,7,walter,just south of the airport
4,7,walter,oh thatd be great
4,7,walter,thank you
4,7,walter,oh how long do you think that would take
4,7,walter,no im sure hell see me
4,7,walter,thank you
4,7,hank,contrition
4,7,hank,hey theres theres total contrition here
4,7,hank,theres mountains of contrition
4,7,walter,fantantastic
4,7,walter,i will messenger em over right away
4,7,walter,oh and about that other thing unrelated yes i can get you in
4,7,walter,but i gotta warn you the eighth hole is mrder
4,7,walter,oh yeah
4,7,hank,you want to make it interesting
4,7,walter,great
4,7,jesse,tee time 7 a
4,7,jesse,prepare to have your ass handed to you
4,7,jesse,okay
4,7,jesse,he was headed for destruction of property but since its your own property i sweated him down to misdemeanor trash burning
4,7,jesse,the only thing is its not gonna be free
4,7,walter,theres a 5 grand fine another 3 grand to steam clean the blacktop
4,7,jesse,so bottom line your little joyrides gonna set you back about 52000 bucks so was it worth it
4,7,walter,i dont need to hear the blowbyblow
4,7,jesse,just tell me its done
4,7,jesse,im sorry did i wake you
4,7,hank,i caught this thing before it got into the system
4,7,jesse,that means your record stays clean
4,7,walter,the wife never finds out
4,7,walter,i can at least get an attaboy
4,7,hank, fine
4,7,walter,rebel without a cause give
4,7,hank,what is it fring
4,7,hank,he will see me dead and theres nothing i can do about it
4,7,walter,all thats left is to wait
4,7,walter,and were sure about this
4,7,walter,cause pinkman ss he needs you too much
4,7,walter,pinkman says
4,7,walter, pinkman says
4,7,hank, unless you could help me find a third party
4,7,walter,what third party
4,7,hank,someone who can ameliorate the situation
4,7,walter,lets ditch the thesaurus all right
4,7,walter,you talking about a hit man
4,7,walter,assuming thats still what theyre called
4,7,mike,wrong answer
4,7,walter,thats what the kids call epic fail
4,7,walter, all i would need is a phone number
4,7,walter,i would do the rest
4,7,hank,saul thered be a finders fee
4,7,walter,a big one
4,7,walter,look if you held my feet to the fire i could come up with a couple names one or two guys west of the rockies who do this kind of work but guess what
4,7,hank,these guys
4,7,walter,and mike knows them
4,7,hank,what are you telling me
4,7,walter,mike knows everyone who does this
4,7,walter,who do you think gave me their names
4,7,walter,okay plan b
4,7,walter,look we go outside my network craigslist soldier of fortune
4,7,walter,lets say we get lucky i mean incredibly lucky and find a guy whos not an undercover cop or some kind of survivalist nutjob wannabe
4,7,jesse,you gotta ask yourself how good is good enough
4,7,walter,because whatever goomba we buy at some point is gonna come headtohead with our friend mike
4,7,hank,and gus fring
4,7,walter,just winging that guy is not gonna ameliorate your situation not by a damn sight
4,7,hank,i tried to but i cant get anywhere near him
4,7,jesse,you cant get near him
4,7,jesse,why dont you ask your partner
4,7,jesse,yeah i saw him
4,7,jesse,and you tell saul before you tell me
4,7,jesse,look hes my lawyer same as yours
4,7,walter,every time i go over there saul hassles me about mike
4,7,hank,hes still scared the dudes gonna come break his legs
4,7,walter,so i give him the latest
4,7,walter,but what happened exactly
4,7,walter,i was at a diner with mike and he just shows up
4,7,walter,they send me outside and the two of them talk
4,7,walter,thats it
4,7,hank,so this is like a regular thing
4,7,hank,how close were you to him
4,7,hank,close
4,7,walter,closer than you and me right now
4,7,walter,did he speak to you
4,7,jesse,it was over in 10 seconds
4,7,jesse,would you just answer
4,7,walter,he said he sees things in people
4,7,walter,what things
4,7,walter,what people
4,7,jesse,he said he sees something in me
4,7,walter,a month ago gus was trying to kll both of us and now he pulls you out of the lab and employs you as what an assistant gunman
4,7,walter,a tough guy
4,7,walter,does that make any sense to you
4,7,walter,he says he sees something in you
4,7,walter,what kind of game is he playing
4,7,walter,does he think youre that naive
4,7,walter,he cant truly think that youd forget well let alone gale let alone victor and all the horror that goes along with all of that
4,7,walter,what about this girlfriend of yours and her little brother
4,7,walter,the man looked you straight in the eye and told you no more children but that very night that little boy he winds up gus cant possibly think that youd forget that
4,7,jesse,okay
4,7,walter,i mean all im saying is that is it possible he would think that youre that weakwilled
4,7,jesse,drop the sales pitch
4,7,jesse,ill do it
4,7,walter,youll do what
4,7,jesse,ill kll him first chance i get
4,7,gomez,pia colada
4,7,walter,more like stale bubblegum
4,7,walter,does anyone actually want their car to smell like the bottom of a sixthgraders desk
4,7,jesse,okay
4,7,walter,hemp
4,7,merkert,really
4,7,walter,but you know what they say the customers always right
4,7,hank,speaking of customer its not too late to have a grand opening
4,7,walter,i was thinking huge party balloons bouncy house for the kids you know make a splash get on tv
4,7,hank,let people know theyre not gonna have to face the eyebrows of doom when they come in
4,7,hank,marie hows hank doing
4,7,jesse,you know what
4,7,hank,hes doing better
4,7,merkert,really
4,7,gomez,uh lately his moods improved and hes like a maniac with his p
4,7,walter,thats fantastic
4,7,mike,yeah dont get me wrong
4,7,hank,hes got a long way to go but he yeah
4,7,hank,i mean  oh hey
4,7,walter, hi walt
4,7,walter,marie
4,7,jesse,its good to see you
4,7,jesse,you too
4,7,walter,hey your cashier here is quite the salesperson
4,7,jesse,she just talked me into something called the orbital paste wax buff
4,7,walter,oh yeah
4,7,walter,no its very important to maintain your clear coat
4,7,walter,boy once that goes oh yeah
4,7,jesse,um hi
4,7,hank,bogdan was averaging and we are already up to 22 lat night i deposited 3800
4,7,walter,how much is that
4,7,walter,give or take
4,7,walter,give or take
4,7,walter, yeah
4,7,mike,i havent counted it
4,7,hank,wait and this is how often
4,7,walter,every two weeks
4,7,walter,thursdays good for a dropoff
4,7,walter,wait walt
4,7,jesse,are you telling me you make 7125000 a year
4,7,walter,before expenses
4,7,hank,but i cant this is too much
4,7,walter,so its more than you thought and this is somehow bad news
4,7,walter,no thats not the point
4,7,walter,i mean there is no car wash in the world that could do this kind of business
4,7,walter,i mean this is 9 months work here minimum
4,7,walter,that could take years
4,7,walter,so set some aside
4,7,mike,save it for a rainy day
4,7,jesse,what save it where
4,7,walter,i cant go to the bank with it
4,7,walter,i sure cant leave it here
4,7,walter,ohh oi
4,7,walter,wait a minute
4,7,walter,is this all 50s
4,7,walter,who pays for a car wash with a 50
4,7,walter,skyler i didnt ask you to do this
4,7,walter,i was under the impression that you had this under control
4,7,walter,i just didnt expect this amount of money
4,7,hank,the 50s are gonna be a problem
4,7,walter,well thats what this is problem solving
4,7,walter,skyler this is a simple division of labor
4,7,walter,i bring in the money you launder the money
4,7,walter,this is what you wanted
4,7,walter,i never wanted any of this
4,7,hank,ive got to go
4,7,walter,if you want out just say that you want out
4,7,walter,okay then
4,7,walter,youre telling me you made this in the lab
4,7,walter,why not
4,7,hank,making it in his own lab seemed appropriate
4,7,walter,theres not much of it
4,7,walter,we had more for tuco
4,7,walter,its enough
4,7,walter,this is still the best way
4,7,walter,you go after him with a gn youll never get out of it alive
4,7,walter,but with this you slip it into his food or drink there shouldnt be any taste or smell a man his age working as hard as he does no one will be surprised
4,7,walter,what about mike
4,7,walter,mike can have his suspicions but thats all theyll be
4,7,walter,please one homicidal maniac at a time
4,7,jesse,i dont know when im gonna see gus again i mean if ever
4,7,jesse,keep it with you
4,7,walter,when you have the opportunity be ready
4,7,walter,what if they search me
4,7,walter,will they do that
4,7,hank,its the wrong way around
4,7,hank,its my lucky cigarette
4,7,jesse,well whatever you do dont smoke it
4,7,walter,you know they have a drivethru right
4,7,walter,nah this is good
4,7,walter,could use the exercise
4,7,walter,get he blood pumping
4,7,jesse,dont worry youre not gonna have to pick me up
4,7,walter,it might take me a while but ill get there
4,7,jesse,you must really like chicken
4,7,walter,v8 470 horses satellite radio bluetooth whoa
4,7,walter,what do you mean on a lark
4,7,walter,spur of the moment your dad just ups and buys you a brandnew challenger
4,7,hank,yeah i barely got around the block and mom said we couldnt afford it so they took it back
4,7,walter,do you know how long i had it
4,7,walter,fifteen hours
4,7,jesse,well hey buddy let me tell you something
4,7,walter,when i was your age id have given my left nut to drive a car like that for 15 minutes
4,7,walter,but seriously how does that happen
4,7,hank,well we were looking at used cars and i kind of ahh
4,7,jesse,you guilted him into it
4,7,walter,yeah yeah
4,7,jesse,i hear you
4,7,walter,you pulled the old poor little me and my little troubles
4,7,walter,  am i right
4,7,hank, maybe
4,7,hank,yeah well you flew too close to the sun my friend
4,7,walter,youd have let him buy you a clunker youd be driving now instead of borrowing moms hooptie
4,7,hank,agent schrader
4,7,hank,oh hey
4,7,jesse,how you doing
4,7,walter, well thank you
4,7,jesse,good to see you
4,7,jesse,walter junior do you remember mr
4,7,hank,fring
4,7,jesse, how are you
4,7,walter, well
4,7,jesse,nice to see you again
4,7,jesse,its a pleasure to see you here
4,7,walter,youre looking very well
4,7,walter,yeah well you know chalk it up to clean living and vitamin pills
4,7,walter,i must apologize
4,7,gomez,if i had seen you come in there would have been no question of accepting your money
4,7,walter,in the future please feel free to ask for me
4,7,walter,a dea hero should never have to pay for a meal at pollos hermanos
4,7,hank,no kidding
4,7,walter,ill take you up on that for sure
4,7,walter,and how are your mother and father
4,7,hank,theyre good
4,7,walter,the chicken is great
4,7,walter,thank you
4,7,hank,if ever youre interested in rewarding parttime work perhaps something after school
4,7,walter,my door is always open
4,7,hank,sounds good
4,7,walter,uh i dont know about this one
4,7,walter,he might eat up all your profits
4,7,jesse,well ill let you finish your meal
4,7,jesse,a refill perhaps
4,7,walter,no thank you
4,7,jesse,im good
4,7,walter,sure
4,7,walter,take a diet coke
4,7,walter,thank you very much
4,7,walter,of course
4,7,hank,so where are we going
4,7,hank,oh big doings today
4,7,hank,the order of the day is eyes open mouth shut
4,7,jesse,test test
4,7,jesse,you got me
4,7,walter,count off
4,7,walter,lets go
4,7,walter,right here
4,7,walter,leave the wrap on please
4,7,jesse,you know how to make coffee
4,7,walter,sure
4,7,jesse,there you go
4,7,jesse,you want a rundown
4,7,walter, please
4,7,walter,three guys up at the gate two visible one in the blind
4,7,walter,we got five guys down here with a backup out of sight
4,7,hank,i got tyrus down in the treeline with a barret
4,7,walter,planted him there last night in case we had any early arrivals
4,7,jesse,i dont have an extra holster
4,7,jesse,you stick this in your pocket
4,7,walter,keep it out of sight
4,7,jesse,if youre gonna be here today youre gonna have a gn
4,7,jesse,its loaded
4,7,walter,i dont want to see that in your hand unless you see me with mine
4,7,gomez,understood
4,7,mike,emergency only
4,7,hank,first car is coming
4,7,walter,all right whats the order of the day
4,7,hank,eyes open mouth shut
4,7,walter,a lot of gns
4,7,jesse,nobodys asking you to give up yours
4,7,walter,you want to sweep the place before you bring in your guys
4,7,walter,i am the guy
4,7,walter,all right then
4,7,hank,you got something of mine
4,7,walter,glove box
4,7,jesse,figure i better teach you how to sht
4,7,hank,could be things are gonna get hairy
4,7,walter,what is this
4,7,jesse,youre giving me a gn
4,7,jesse,and now im like part of the team or whatever
4,7,jesse,he said he sees something in me
4,7,jesse,like what
4,7,mike,if i had to put it in a word id guess loyalty
4,7,mike,loyalty
4,7,mike,only maybe you got it for the wrong guy
4,7,walter,long time no see
4,7,jesse,how you doing
4,7,jesse,yeah you know uh good
4,7,jesse,good
4,7,hank,okay were going to get started
4,7,hank,you coming in
4,7,walter,so the truth is we cant change the past
4,7,hank,whats done is done
4,7,walter,weve got to own our actions but putting ourselves on trial acting as our own judge jury and executioner its not the answer because a lot of the time all that judging does is just ensure that were going to repeat the cycle
4,7,walter,right
4,7,walter,im such an asshhole
4,7,hank, its totally hopeless
4,7,walter, whats the point
4,7,walter, i think ill have a hit
4,7,walter,whats going on with you these days
4,7,hank,i went back to the crystal
4,7,jesse,you sober now
4,7,jesse,four days
4,7,jesse,big whoop right
4,7,jesse,four days is four days
4,7,jesse,youre here
4,7,walter,you still working at the laundry
4,7,hank,how are things there
4,7,walter,sucks ass
4,7,walter,uh a couple of weeks back i uh klled a dog
4,7,jesse,you hit it with your car
4,7,gomez,no um i put him down
4,7,jesse,i watched him go
4,7,walter,i was looking him straight in the eye and you know he didnt know what was happening
4,7,jesse,he didnt know why
4,7,walter,he he was just scared and then he was gone
4,7,walter,he was suffering
4,7,walter,it was a kindness
4,7,walter,no he wasnt sick
4,7,jesse,no he was just like a i dont know like a problem dog
4,7,walter,what did he do
4,7,walter,bite someone
4,7,hank,uh this dog never never bit anybody
4,7,walter,he was uh you pick up the rock you go right to the dark side
4,7,jesse,anything can happen
4,7,walter,it aint no rock that made me do it
4,7,walter,well what was the problem
4,7,jesse,why did you have to kll him
4,7,walter,watch the crosstalk please
4,7,walter,maybe its not the details that matter
4,7,walter,right
4,7,jesse,howd you feel about what you did jesse
4,7,hank,i dont know
4,7,jesse,who cares how you feel
4,7,walter,what kind of a person kills a dog for no reason
4,7,walter,colleen
4,7,walter,you put an ad in the paper
4,7,walter,you drop him off at a shelter
4,7,hank,colleen  you just dont sit there and talk about klling a helpless  colleen
4,7,walter,innocent animal
4,7,hank,were not here to sit in judgment
4,7,walter,why not
4,7,walter,why not
4,7,hank,maybe maybe shes right
4,7,walter,you know maybe i should have put it in the paper
4,7,hank,maybe i should have done something different
4,7,jesse,the thing is if you just do stuff and nothing happens whats it all mean
4,7,walter,whats the point
4,7,jesse,all right this whole thing is about selfacceptance
4,7,jesse,so i should stop judging  and accept  its a start
4,7,jesse,so no matter what i do hooray for me because im a great guy
4,7,walter,its all good
4,7,jesse,no matter how many dogs i kll i just what do an inventory and accept
4,7,jesse,i mean you back your truck over your own kid and you like accept
4,7,jesse,what a load of crap
4,7,jesse,no yyou know what
4,7,jesse,why im here in the first place
4,7,jesse,is to sell you meth
4,7,jesse,youre nothing to me but customers
4,7,jesse,i made you my btch
4,7,jesse,you okay with that
4,7,jesse,huh
4,7,jesse,you accept
4,7,jesse,about time
4,7,walter,bring that light over here will you
4,7,walter,you see any residue there
4,7,walter,where
4,7,walter,here
4,7,walter,on the bottom right right there
4,7,mike,its been a week
4,7,hank,whats going on
4,7,hank,i havent seen him
4,7,walter,i didnt think so but ill just give it another shot anyway
4,7,hank, hey
4,7,walter,look at that
4,7,hank,graduated to doorman
4,7,jesse,finally found your calling
4,7,mike,ha ha
4,7,hank,little whiskers marie
4,7,walter,what did you do show your barber a picture of a dogs ass and said ill take that
4,7,hank,charming as usual
4,7,jesse,welcome back
4,7,walter,oh thanks steve
4,7,jesse,good to see you
4,7,jesse,how you doing
4,7,hank, hes doing fine
4,7,jesse,we uh we can take it from here
4,7,walter,right gomie
4,7,walter, yeah
4,7,gomez,if you want to hold his elbow
4,7,walter,no no no no
4,7,jesse,you keep your mitts off me
4,7,jesse,im good im good
4,7,jesse,good luck
4,7,walter,lets go
4,7,jesse,come on
4,7,walter,hank seeing you walk in i cant tell you what that means to all of us
4,7,jesse,your progress its incredible
4,7,hank,yeah well chalk it up to can living and vitamin pills
4,7,jesse,steve tell you his news
4,7,walter,what
4,7,jesse,finally got your period
4,7,jesse,i made gs 14
4,7,walter,thats all right man
4,7,hank,next stop washington d
4,7,hank, sitting behind a desk papers piled so high you cant see over them
4,7,walter,hey better you than me buddy
4,7,hank,seriously congratulations buddy
4,7,walter,thanks
4,7,walter,steve said you might have something for us
4,7,hank,yeah maybe
4,7,hank,you guys are going to have to tell me
4,7,walter,remember my pal tim roberts
4,7,hank,apd detective
4,7,hank,yeah well hes working on a mrder case and the victims a 34yearold male caucasian by the name of gale boetticher
4,7,hank,one night last month boetticher opens the door bam take a bllet to the face from a person or persons unknown
4,7,hank,now this gale boetticher is a bona fide chemistry genius
4,7,hank,i mean hes got degrees up the wazoo right
4,7,walter,and uh as you might expect hes a nerds nerd
4,7,walter,vegan sandals and socks kind of guy
4,7,walter,as it turns out hes also an anumber 1 meth cook
4,7,hank,and what caught my eye is uh his specialty products blue
4,7,hank,so what are you thinking
4,7,walter,this is your heisenberg
4,7,hank,what i think we got here is uh ahem heisenbergs former cook and maybe a line on heisenberg himself
4,7,walter,anyway uh lo and behold amidst all the hippiedippie nonsense ahem i find this
4,7,hank,now this here i do a little googlefu and i i realize its a parts number specifically for this baby
4,7,walter,now that there is a highvolume hepa industrial air filtration system
4,7,walter,thats a 300000 gadget
4,7,walter,perfect for a pharmaceutical plant or microchip factory or maybe the biggest meth lab north of the border
4,7,jesse,okay
4,7,hank,so this little dingus here is manufactured by a big international concern madrigal electromotive
4,7,walter,i call their houston office and eventually i get through to the nicest little i use some of the schrader sweet talk on her
4,7,jesse,before you know it shes pulling files for me
4,7,walter,turns out six months ago one of these systems was shipped to a depot right here in abq
4,7,mike,who signed for it
4,7,hank,gale boetticher
4,7,walter,so i asked my new girlfriend who paid for it and she says nobody
4,7,walter, they have no record that anybody actually paid for this thing
4,7,hank,so i go back and push more and before you know it uh the temps gone theres no forwarding address and im talking to some snotnose corporate lawyer whos asking me for my badge number
4,7,walter,brick wall
4,7,jesse,so i take a peek into madrigal electromotive
4,7,walter,now madrigal is based in hanover germany but theyre what they call highly diversified industrial equipment global shipping major construction and a tiny little foothold in american fast food specifically a local chain pollos hermanos
4,7,jesse,okay
4,7,walter,so what right
4,7,hank,boettichers dead
4,7,hank,i got no line on whos been bankrolling him or where his lab was
4,7,jesse,the whole things a snipe hunt right
4,7,hank,but now i get this crazy idea and i cant shake it
4,7,hank,i mean i i stay up nights staring at the ceiling and trying to make sense of it
4,7,walter,its that napkin
4,7,walter,remember i told you boettichers vegan right
4,7,walter,i mean were talking this guy makes his own fermented lentil bread or whatever the hell that is
4,7,hank,whats a vegan doing in a fried chicken joint
4,7,gomez,maybe hes meeting somebody
4,7,jesse,like who
4,7,hank,well like maybe this guy
4,7,hank,i mean what do we know about gustavo fring
4,7,jesse,huh
4,7,hank,this whole friend of law enforcement thing eh could be a case of keep your friends close but your enemies closer
4,7,hank,hes got the money to finance this operation
4,7,hank,maybe hes got the connections too
4,7,hank,maybe just maybe hes our guy
4,7,merkert,hank no offense but i think youre really reaching
4,7,gomez,if your guy had his meeting at kfc you wouldnt immediately assume that hes sitting down with colonel sanders
4,7,hank,you know i ahem i couldnt agree more guys
4,7,hank,gustavo fring blue meth you know the whole thing is offthemap nuts
4,7,hank,i ought to be wearing a tinfoil hat you know
4,7,hank,except i cant seem to wrap my mind around this one little thing and that is what are gustavo frings fingerprints doing in gale boettichers apartment
4,8,walter,no now listen i uh this attack on my brotherinlaw i dont i dont know what it means
4,8,walter,please i fear for my family
4,8,walter,im sure theyll be fine
4,8,gus,i am told the assassin that survived is gravely injured
4,8,jesse,its doubtful hell live
4,8,walter,now thank me and shake my hand
4,8,walter,uh thank you
4,8,walter,thank you again
4,8,eladio,youre quite welcome mr
4,8,gus,white
4,8,walter,whats happening
4,8,gus,the time
4,8,walter,time of death 2043
4,8,walter,burn in hell you piece of shit
4,8,news reporter,one suspected gunman died at the scene
4,8,news reporter,the second succumbed to his wounds earlier this evening at an area hospital
4,8,news reporter,agents with the dea and fbi in conjunction with apd homicide detectives are working with mexican law enforcement in an attempt to identify deceased sospect
4,8,gus,i can give you highlights
4,8,gus,your nephews grew impatient
