Temporada,Episodio,Hablante,Frase,Key Lemmas,Evil Count Level 1: Selfish Evil,Evil Count Level 2: Manipulative Evil,Evil Count Level 3: Aggressive Evil,Evil Count Level 4: Dehumanizing Evil,Evil Count Level 5: Sadistic Evil,Hubris Count Arrogance and Pride,Hubris Count Disregard for Rules,Hubris Count Excessive Emotions,Hubris Count Grandiosity and Transcendence,Hubris Count Power and Control,Hubris Count Self-Justification,Total Evil Count,Total Hubris Count
4,5,hank,if hed kind of taken his life in a different direction who knows,hed kind taken life different direction know,1,0,1,1,4,1,1,1,1,1,1,7,6
4,5,walter,hank not to tell you your business but im not sure i agree,hank tell business im sure agree,2,1,2,2,0,2,2,2,1,2,2,7,11
4,5,mike,what do you mean,mean,1,0,1,1,0,1,1,1,0,1,1,3,5
4,5,walter,well i mean you showed me that notebook and from what i saw and this is just my humble opinion from what i saw on those papers genius,mean showed notebook saw humble opinion saw paper genius,4,2,4,4,1,4,4,4,2,4,4,15,22
4,5,walter,not so much,much,0,0,0,0,0,0,0,0,1,0,0,0,1
4,5,walter,i mean there was no reasoning no deductions in those pages,mean reasoning deduction page,3,0,3,3,2,3,3,3,0,3,3,11,15
4,5,walter,to my eye all this brilliance looks like nothing more than just simple rote copying probably of someone elses work,eye brilliance look nothing simple rote copying probably someone el work,2,3,2,2,0,2,2,2,1,2,2,9,11
4,5,walter,believe me ive been around enough students to know,believe ive around enough student know,1,1,1,1,2,1,1,1,1,1,1,6,6
4,5,walter,ah this genius of yours maybe hes still out there,ah genius maybe he still,2,1,2,2,0,2,2,2,2,2,2,7,12
4,5,walter,hank,hank,1,0,1,1,0,1,1,1,1,1,1,3,6
4,5,walter jr,hey babe,hey babe,1,2,1,1,0,1,1,1,1,1,1,5,6
4,5,jesse,uh tim stopped by,tim stopped,0,0,0,0,1,0,0,0,0,0,0,1,0
4,5,walter,he brought over some file boxes on that case,brought file box case,1,2,1,1,0,1,1,1,1,1,1,5,6
4,5,walter,thought id take another peek,thought id take another peek,2,0,2,2,1,2,2,2,3,2,2,7,13
4,5,walter,thats great,thats great,2,0,2,2,0,2,2,2,1,2,2,6,11
4,5,hank,sorry about the mess,sorry mess,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,walter,no no no,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,hank,dont be,dont,0,0,0,0,1,0,0,0,0,0,0,1,0
4,5,jesse,you want me to make some coffee,want make coffee,2,0,2,2,0,2,2,2,0,2,2,6,10
4,5,walter,yeah that would be good,yeah would good,1,0,1,1,2,1,1,1,1,1,1,5,6
4,5,marie,you find something,find something,0,0,0,0,1,0,0,0,1,0,0,1,1
4,5,walter,oh just this this guy im looking at,oh guy im looking,0,0,0,0,0,0,0,0,1,0,0,0,1
4,5,hank,you know everything he he he buys and eats is organic fair trade vegan,know everything buy eats organic fair trade vegan,5,1,5,5,1,5,5,5,1,5,5,17,26
4,5,hank,since when do vegans eat fried chicken,since vegan eat fried chicken,2,0,2,2,1,2,2,2,1,2,2,7,11
4,6,walter,the kids a hero,kid hero,0,0,0,0,1,0,0,0,1,0,0,1,1
4,6,walter,its a story people would believe,story people would believe,0,1,0,0,1,0,0,0,0,0,0,2,0
4,6,walter,this is what we buy,buy,0,1,0,0,0,0,0,0,0,0,0,1,0
4,6,walter,to clean cars and clean money,clean car clean money,3,0,3,3,0,3,3,3,0,3,3,9,15
4,6,walter,gale boetticher he was a genius,gale boetticher genius,1,1,1,1,0,1,1,1,1,1,1,4,6
4,6,jesse,im not sure i agree,im sure agree,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,what do you mean,mean,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,this genius of yours maybe is still out there,genius maybe still,1,1,1,1,0,1,1,1,0,1,1,4,5
4,6,walter,no no no,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,uh it its me,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,uh it its me,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,ohh morning,ohh morning,0,0,0,0,0,0,0,0,2,0,0,0,2
4,6,jesse,afternoon,afternoon,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,really,really,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,jesus,jesus,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,you shouldnt have let me sleep,shouldnt let sleep,0,0,0,0,1,0,0,0,1,0,0,1,1
4,6,walter,you needed it,needed,0,0,0,0,2,0,0,0,0,0,0,2,0
4,6,walter,ohh skyler i dont entirely remember what happened last night,ohh skyler dont entirely remember happened last night,2,1,2,2,2,2,2,2,4,2,2,9,14
4,6,walter,i mean if i said something did you know this gale boetticher person,mean said something know gale boetticher person,3,1,3,3,1,3,3,3,2,3,3,11,17
4,6,walter,skyler i cant even focus,skyler cant even focus,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,i dont gale boetticher,dont gale boetticher,1,1,1,1,1,1,1,1,1,1,1,5,6
4,6,walter,did you know him,know,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,oh my god,oh god,0,0,0,0,1,0,0,0,1,0,0,1,1
4,6,walter,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,what exactly did i say last night,exactly say last night,3,0,3,3,0,3,3,3,1,3,3,9,16
4,6,walter,just enough,enough,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,did you work together,work together,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,jesse,who klled him,klled,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,was it the people you work for,people work,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,definitely not,definitely,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,jesse,was it somebody who at one point might want to do the same to you,somebody one point might want,1,1,1,1,1,1,1,1,1,1,1,5,6
4,6,jesse,i seriously doubt it,seriously doubt,0,1,0,0,1,0,0,0,0,0,0,2,0
4,6,walter,ohh god,ohh god,0,0,0,0,1,0,0,0,2,0,0,1,2
4,6,walter,oh god,oh god,0,0,0,0,1,0,0,0,1,0,0,1,1
4,6,walter,i think i know what happened last night walt,think know happened last night walt,3,0,3,3,1,3,3,3,3,3,3,10,18
4,6,walter,i know exactly what happened last night,know exactly happened last night,3,0,3,3,1,3,3,3,2,3,3,10,17
4,6,walter,i drank too much wine,drank much wine,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,jesse,boetticher after all,boetticher,0,1,0,0,0,0,0,0,1,0,0,1,1
4,6,walter,because i was drunk skyler,drunk skyler,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,jesse,no but then but then i was remembering your black eye your uh business disagreement that you dont want to talk about,remembering black eye business disagreement dont want talk,4,3,4,4,2,4,4,4,0,4,4,17,20
4,6,walter,i dont want to talk about any of this ever,dont want talk ever,2,0,2,2,1,2,2,2,0,2,2,7,10
4,6,walter,the firewall all right,firewall right,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,church and state,church state,1,0,1,1,0,1,1,1,2,1,1,3,7
4,6,skyler,thats how we need to approach this thing,thats need approach thing,3,0,3,3,1,3,3,3,3,3,3,10,18
4,6,walter,and then i remembered the message you left me the other day when you said you loved me,remembered message left day said loved,3,1,3,3,4,3,3,3,0,3,3,14,15
4,6,walter,after last night i walt i think youre scared,last night walt think youre scared,3,0,3,3,1,3,3,3,2,3,3,10,17
4,6,walter,i think that message was some kind of goodbye,think message kind goodbye,1,1,1,1,2,1,1,1,1,1,1,6,6
4,6,walter,oh skyler,oh skyler,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,i think last night was a cry for help,think last night cry help,1,0,1,1,0,1,1,1,3,1,1,3,8
4,6,walter,oh jesus,oh jesus,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,cry for help,cry help,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,i think some part of you wants hank to catch you,think part want hank catch,4,0,4,4,0,4,4,4,3,4,4,12,23
4,6,walter,that is just that is that is it,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,exactly yes,exactly yes,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,jesse,youre like dr,youre dr,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,joyce brothers here,joyce brother,0,1,0,0,0,0,0,0,1,0,0,1,1
4,6,walter,god,god,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,oh yeah,oh yeah,1,0,1,1,0,1,1,1,2,1,1,3,7
4,6,walter,thats a tremendous weight just lifted off of me,thats tremendous weight lifted,1,0,1,1,2,1,1,1,2,1,1,5,7
4,6,walter,now i i understand myself,understand,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,walter,thank you,thank,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,thank you,thank,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,jesse,ive said it before,ive said,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,if you are in danger we go to the police,danger go police,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,oh no,oh,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,jesse,i dont want to hear about the police,dont want hear police,2,0,2,2,1,2,2,2,1,2,2,7,11
4,6,walter,i do not say that lightly,say lightly,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,skyler,i know what it could do to this family,know could family,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,jesse,but if its the only real choice we have if its either that oh or your getting shot when you open your front door i dont want to hear about the police,real choice either oh getting shot open front door dont want hear police,3,0,3,3,2,3,3,3,5,3,3,11,20
4,6,walter,youre in over your head,youre head,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,thats what we tell them,thats tell,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,thats the truth,thats truth,1,0,1,1,0,1,1,1,2,1,1,3,7
4,6,walter,that is not the truth,truth,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,of course it is,course,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,a schoolteacher cancer desperate for money,schoolteacher cancer desperate money,3,0,3,3,1,3,3,3,2,3,3,10,17
4,6,walter,okay were done here,okay done,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,roped into working for unable to even quit,roped working unable even quit,1,1,1,1,1,1,1,1,0,1,1,5,5
4,6,walter,you told me that yourself walt,told walt,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,jesus what was i thinking,jesus thinking,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,walt please,walt please,2,0,2,2,0,2,2,2,0,2,2,6,10
4,6,walter,lets both of us stop trying to justify this whole thing and admit youre in danger,let u stop trying justify whole thing admit youre danger,2,0,2,2,2,2,2,2,2,2,2,8,12
4,6,walter,who are you talking to right now,talking right,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,who is it you think you see,think see,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,do you know how much i make a year,know much make year,2,0,2,2,0,2,2,2,1,2,2,6,11
4,6,walter,i mean even if i told you you wouldnt believe it,mean even told wouldnt believe,1,1,1,1,2,1,1,1,0,1,1,6,5
4,6,walter,do you know what would happen if i suddenly decided to stop going in to work,know would happen suddenly decided stop going work,1,0,1,1,6,1,1,1,1,1,1,9,6
4,6,walter,a business big enough that it could be listed on the nasdaq goes bellyup disappears,business big enough could listed nasdaq go bellyup disappears,4,3,4,4,4,4,4,4,1,4,4,19,21
4,6,walter,it ceases to exist without me,cease exist without,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,you clearly dont know who youre talking to so let me clue you in,clearly dont know youre talking let clue,2,0,2,2,1,2,2,2,0,2,2,7,10
4,6,walter,i am not in danger skyler,danger skyler,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,i am the danger,danger,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,a guy opens his door and gets shot and you think that of me,guy open door get shot think,0,0,0,0,1,0,0,0,2,0,0,1,2
4,6,walter,i am the one who knocks,one knock,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,ohh look i was skyler,ohh look skyler,0,0,0,0,0,0,0,0,2,0,0,0,2
4,6,walter,here we are,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,just like you left it,left,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,and where is your pretty wife,pretty wife,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,skyler,she has other business to attend to,business attend,1,1,1,1,1,1,1,1,0,1,1,5,5
4,6,jesse,well like i say to her place is as is,say place,2,0,2,2,0,2,2,2,0,2,2,6,10
4,6,walter,understand,understand,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,walter,yes i understand,yes understand,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,jesse,i dont want her coming back with more demands,dont want coming back demand,3,1,3,3,3,3,3,3,0,3,3,13,15
4,6,walter,she she gave me hard time when we settled on price,gave hard time settled price,2,0,2,2,2,2,2,2,1,2,2,8,11
4,6,walter,were all on the same page bogdan,page bogdan,2,1,2,2,1,2,2,2,0,2,2,8,10
4,6,walter,so heres everything you need,here everything need,0,0,0,0,1,0,0,0,2,0,0,1,2
4,6,walter,i keep very good files,keep good file,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,thank you,thank,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,so you are the boss now huh,bos huh,0,1,0,0,0,0,0,0,2,0,0,1,2
4,6,walter,you think youre ready,think youre ready,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,yes i i think so,yes think,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,being boss is tough,bos tough,0,1,0,0,0,0,0,0,1,0,0,1,1
4,6,walter,i know you think i was hard on you but youll learn,know think hard youll learn,2,0,2,2,1,2,2,2,2,2,2,7,12
4,6,walter,being in charge is not easy,charge easy,2,0,2,2,0,2,2,2,1,2,2,6,11
4,6,walter,it takes hard work,take hard work,2,0,2,2,1,2,2,2,1,2,2,7,11
4,6,walter,youve seen me work hard bogdan,youve seen work hard bogdan,2,1,2,2,2,2,2,2,1,2,2,9,11
4,6,walter,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,i dont know,dont know,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,jesse,not so much maybe,much maybe,1,1,1,1,0,1,1,1,1,1,1,4,6
4,6,walter,but maybe when you are the boss uh you will just keep your feet up and relax,maybe bos keep foot relax,2,2,2,2,0,2,2,2,0,2,2,8,10
4,6,walter,the real important thing and not everyone knows this is is to be tough,real important thing everyone know tough,2,0,2,2,0,2,2,2,2,2,2,6,12
4,6,walter,has to say no to people,say people,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,jesse,has to make cashiers wipe down cars even if they dont want to,make cashier wipe car even dont want,4,0,4,4,1,4,4,4,1,4,4,13,21
4,6,walter,can you be tough walter,tough walter,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,i im sure you can handle,im sure handle,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,and if not you can always call your wife huh,always call wife huh,3,0,3,3,0,3,3,3,2,3,3,9,17
4,6,walter,as is,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,bogdan,bogdan,1,1,1,1,1,1,1,1,0,1,1,5,5
4,6,walter,as is,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,thank you,thank,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,you okay there,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,fine,fine,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,its night,night,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,im not using,im using,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,eat something,eat something,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,thats right,thats right,1,0,1,1,0,1,1,1,2,1,1,3,7
4,6,walter,both of them,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,uh im on my way,im way,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,you need any help,need help,0,0,0,0,1,0,0,0,1,0,0,1,1
4,6,jesse,you want me to call her back,want call back,3,1,3,3,0,3,3,3,0,3,3,10,15
4,6,walter,but what exactly did she say,exactly say,2,0,2,2,0,2,2,2,0,2,2,6,10
4,6,walter,uh exactly,exactly,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,just you know she asked if i was okay and not to worry,know asked okay worry,2,0,2,2,1,2,2,2,0,2,2,7,10
4,6,jesse,like that,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,any uh rough timetable on this thing or as to when shes coming home,rough timetable thing shes coming home,1,1,1,1,0,1,1,1,4,1,1,4,9
4,6,jesse,uh its its about the gambling right,gambling right,1,1,1,1,0,1,1,1,1,1,1,4,6
4,6,walter,well its its kind of hard to she she cant understand,kind hard cant understand,3,0,3,3,4,3,3,3,1,3,3,13,16
4,6,walter,it it its not like youre doing this on purpose,youre purpose,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,you cant help it,cant help,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,look you have a disease,look disease,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,jesse,it its like youre an alcoholic right,youre alcoholic right,1,0,1,1,0,1,1,1,2,1,1,3,7
4,6,walter,no its not,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,not at all,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,yes it is,yes,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,i read online,read online,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,shes not even allowed to be mad at you and she cant be mad at you about the cancer can she,shes even allowed mad cant mad cancer,5,0,5,5,3,5,5,5,1,5,5,18,26
4,6,walter,not really,really,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,gambling addiction is a sickness,gambling addiction sickness,2,1,2,2,2,2,2,2,0,2,2,9,10
4,6,walter,you c  listen,c listen,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,what is going on with me is not about some disease,going disease,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,youre not moving back in are you,youre moving back,1,1,1,1,0,1,1,1,0,1,1,4,5
4,6,jesse,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,you know what,know,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,school can wait,school wait,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,why dont we take a little detour,dont take little detour,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,walter,what kind of detour,kind detour,0,0,0,0,2,0,0,0,0,0,0,2,0
4,6,walter,youll see,youll see,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,i think its time we got you your own car,think time got car,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,what do you think,think,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,i i think if youre going to buy me off buy me off,think youre going buy buy,0,2,0,0,0,0,0,0,1,0,0,2,1
4,6,walter,its amazing,amazing,2,0,2,2,0,2,2,2,0,2,2,6,10
4,6,walter,its amazing,amazing,2,0,2,2,0,2,2,2,0,2,2,6,10
4,6,walter,ah its goodlooking,ah goodlooking,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,im glad you like it,im glad,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,jesse,all right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,youre welcome,youre welcome,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,so youre here,youre,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,youre actually here,youre,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,to work,work,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,yeah man,yeah man,2,0,2,2,0,2,2,2,1,2,2,6,11
4,6,walter,jesus,jesus,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,jesse,jesse,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,come here,come,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,all right i need an update,right need update,1,0,1,1,2,1,1,1,1,1,1,5,6
4,6,jesse,update on what,update,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,an update on these little field trips that youve been taking with mike,update little field trip youve taking mike,2,0,2,2,2,2,2,2,0,2,2,8,10
4,6,jesse,i told you already,told already,2,0,2,2,2,2,2,2,0,2,2,8,10
4,6,jesse,we pick up money check on things stuff like that,pick money check thing stuff,0,0,0,0,0,0,0,0,2,0,0,0,2
4,6,walter,and youre his bodyguard right,youre bodyguard right,1,1,1,1,2,1,1,1,1,1,1,6,6
4,6,jesse,but what,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,thats what you said,thats said,2,0,2,2,1,2,2,2,1,2,2,7,11
4,6,jesse,i said i guarded him like backup like a second set of eyes,said guarded backup second set eye,3,1,3,3,4,3,3,3,0,3,3,14,15
4,6,jesse,everybody needs backup right,everybody need backup right,1,2,1,1,2,1,1,1,1,1,1,7,6
4,6,walter,and this has to be you,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,it cant be i dont know,cant dont know,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,tyrus or any of those couple dozen muscle heads that gus has working for him,tyrus couple dozen muscle head gu working,1,0,1,1,2,1,1,1,1,1,1,5,6
4,6,walter,it has to be jesse pinkman,jesse pinkman,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,why,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,what is there something about you that i dont know,something dont know,0,0,0,0,1,0,0,0,1,0,0,1,1
4,6,walter,are you a former navy seal,former navy seal,2,0,2,2,0,2,2,2,0,2,2,6,10
4,6,walter,do you have to have your hands registered as lethal weapons,hand registered lethal weapon,3,0,3,3,2,3,3,3,2,3,3,11,17
4,6,jesse,register this,register,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,all im saying is that do you not even question this,im saying even question,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,do you really believe that you mean anything to these people,really believe mean anything people,3,1,3,3,0,3,3,3,1,3,3,10,16
4,6,walter,and im not trying to be insulting,im trying insulting,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,im just trying to make you see things clearly,im trying make see thing clearly,2,0,2,2,0,2,2,2,1,2,2,6,11
4,6,jesse,i see they cant outright kll me but they dont want me getting high,see cant outright kll dont want getting high,2,0,2,2,1,2,2,2,3,2,2,7,13
4,6,jesse,i see this thing probably started as gus getting mike to babysit me,see thing probably started gu getting mike babysit,3,4,3,3,1,3,3,3,1,3,3,14,16
4,6,jesse,but you know what,know,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,i saved mike from getting robbed even klled maybe,saved mike getting robbed even klled maybe,2,3,2,2,3,2,2,2,0,2,2,12,10
4,6,jesse,so maybe im not such a loser after all,maybe im loser,1,1,1,1,0,1,1,1,0,1,1,4,5
4,6,walter,i mean what if it oh god,mean oh god,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,i mean what if what if its all just a setup,mean setup,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter, what,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter, what if this robbery that you stopped wasnt even real,robbery stopped wasnt even real,2,2,2,2,1,2,2,2,0,2,2,9,10
4,6,walter,i mean think about it,mean think,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,your first day out guarding mike,first day guarding mike,2,0,2,2,2,2,2,2,0,2,2,8,10
4,6,walter,he steps out for one second and what happens,step one second happens,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,you immediately get robbed,immediately get robbed,1,2,1,1,2,1,1,1,0,1,1,7,5
4,6,jesse,you are such an asshle,asshle,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,keep your friends close keep your enemies closer,keep friend close keep enemy closer,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,like you said gus cant kll you because of me,said gu cant kll,2,0,2,2,1,2,2,2,0,2,2,7,10
4,6,walter,he knows i wont stand for it,know wont stand,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,walter,he needs me and he hates the fact that he needs me so what does he do,need hate fact need,2,0,2,2,2,2,2,2,1,2,2,8,11
4,6,walter,he goes to work driving a wedge between you and me,go work driving wedge,0,0,0,0,2,0,0,0,0,0,0,2,0
4,6,jesse,youre an asshle,youre asshle,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,jesse,if youd been there youd know it wasnt a setup,youd youd know wasnt setup,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,walter,wait a minute,wait minute,1,0,1,1,0,1,1,1,0,1,1,3,5
4,6,walter,how long did those guys chase you,long guy chase,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,huh,huh,0,0,0,0,0,0,0,0,2,0,0,0,2
4,6,walter,because the way you describe it they gave up pretty damn easy,way describe gave pretty damn easy,4,1,4,4,2,4,4,4,0,4,4,15,20
4,6,walter,no no,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,this this whole thing all of this its all about me,whole thing,0,0,0,0,0,0,0,0,2,0,0,0,2
4,6,walter,hello,hello,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,uh who is it,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,hang on,hang,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,jesse,ill be right up,ill right,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,i got to go,got go,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,well am i supposed to clean all this on my own,supposed clean,1,0,1,1,1,1,1,1,0,1,1,4,5
4,6,jesse,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
4,6,walter,god,god,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,good morning ladies,good morning lady,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,walter,good morning,good morning,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6,walter,uh do you speak english,speak english,1,0,1,1,0,1,1,1,1,1,1,3,6
4,6,walter,okay uh i i uh help help uh ayon ayonda help,okay help help ayon ayonda help,4,0,4,4,1,4,4,4,3,4,4,13,23
4,6,walter,help help,help help,0,0,0,0,0,0,0,0,2,0,0,0,2
4,6,walter,thank you thank you,thank thank,2,0,2,2,0,2,2,2,2,2,2,6,12
4,6,walter,uh i need i need help to clean,need need help clean,1,0,1,1,2,1,1,1,1,1,1,5,6
4,6,jesse,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,jesse,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,walter,i need help to clean,need help clean,1,0,1,1,1,1,1,1,1,1,1,4,6
4,6,walter,yes yes do you understand yes,yes yes understand yes,1,0,1,1,2,1,1,1,0,1,1,5,5
4,6,walter,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
